ZCTA5CE20,ALLOC_AREA_FRACTARGET,ALLOC_AREA_FRACSOURCE
70639,0.0,0.0
71462,0.0,0.0
70668,0.0,0.0
71046,0.0,0.0
71047,0.0,0.0
71007,0.0,0.0
71449,0.0,0.0
71446,0.0,0.0
71069,0.0,0.0
71060,0.0,0.0
70631,0.0,0.0
71419,0.0,0.0
71403,0.0,0.0
71033,0.0,0.0
71049,0.0,0.0
70653,0.0,0.0
71429,0.0,0.0
70661,0.0,0.0
71052,0.0,0.0
71082,0.0,0.0
71486,0.0,0.0
73942,0.0,0.0
73939,0.0,0.0
73642,0.0,0.0
73668,0.0,0.0
73448,0.0,0.0
73463,0.0,0.0
73569,0.0,0.0
73548,0.0,0.0
73568,0.0,0.0
73858,0.0,0.0
73843,0.0,0.0
73932,0.0,0.0
74741,0.0,0.0
74733,0.0,0.0
73571,0.0,0.0
73456,0.0,0.0
74736,0.0,0.0
73430,0.0,0.0
74727,0.0,0.0
73539,0.0,0.0
73537,0.0,0.0
74764,0.0,0.0
73459,0.0,0.0
74735,0.0,0.0
73439,0.0,0.0
73565,0.0,0.0
73573,0.0,0.0
73937,0.0,0.0
73560,0.0,0.0
73440,0.0,0.0
74738,0.0,0.0
73933,0.0,0.0
73562,0.0,0.0
73931,0.0,0.0
74731,0.0,0.0
74726,0.0,0.0
74723,0.0,0.0
73949,0.0,0.0
73944,0.0,0.0
74743,0.0,0.0
73550,0.0,0.0
73666,0.0,0.0
74740,0.0,0.0
73530,0.0,0.0
74745,0.0,0.0
73546,0.0,0.0
73645,0.0,0.0
73848,0.0,0.0
73531,0.0,0.0
74747,0.0,0.0
73660,0.0,0.0
71834,0.0,0.0
75556,0.0,0.0
71822,0.0,0.0
71854,1.2588752292992976e-11,1.6816391154161872e-10
71836,0.0,0.0
71853,0.0,0.0
88242,0.0,0.0
88252,0.0,0.0
79922,0.0017716316096490542,0.8150285247554852
88112,0.0,0.0
88113,0.0,0.0
88260,0.0,0.0
88256,0.0,0.0
88426,0.0,0.0
88130,0.0,0.0
88008,9.083984724965552e-12,4.2120337502572035e-10
88410,0.0,0.0
88411,0.0,0.0
88430,0.0,0.0
88114,0.0,0.0
88436,0.0,0.0
88125,0.0,0.0
88220,0.0,0.0
88132,0.0,0.0
88135,0.0,0.0
88267,0.0,0.0
88240,0.0,0.0
88081,0.0,0.0
88415,0.0,0.0
88231,0.0,0.0
88263,0.0,0.0
79835,5.182203540370959e-05,0.02149915482620924
88063,7.1378264561571646e-12,4.190316678219245e-09
79837,0.0,0.0
